date,entity_id,primary_metric,secondary_metric,value_pool,quality_score,risk_score
2026-01-07,ORD006,72.9,25.0,42445,78.6,80.9
2026-01-07,ORD007,53.2,38.9,136619,87.0,88.9
2026-01-07,ORD008,76.2,53.3,116344,78.1,76.0
2026-01-07,ORD009,70.1,48.6,6842,81.9,81.1
2026-01-07,ORD010,88.4,75.3,131044,89.0,19.0
2026-01-07,ORD011,55.4,73.7,106817,79.3,20.1
2026-01-07,ORD012,64.3,24.3,161526,68.7,76.4
2026-01-07,ORD013,56.1,72.2,157057,69.2,34.5
2026-01-07,ORD014,72.1,33.1,105495,87.9,35.6
2026-01-07,ORD015,59.4,83.5,68184,96.6,51.4
2026-01-07,ORD016,91.8,34.3,127712,91.3,50.7
2026-01-07,ORD017,84.9,41.6,131057,94.8,43.1
2026-01-07,ORD018,82.3,56.7,14627,86.8,22.5
2026-01-07,ORD019,64.0,60.9,171128,90.7,9.4
2026-01-07,ORD020,87.3,50.6,104111,89.3,32.2
2026-01-07,ORD021,84.3,48.7,54077,90.6,75.5
2026-01-07,ORD022,42.0,28.5,132065,98.9,39.8
2026-01-07,ORD023,87.9,82.1,107854,78.1,78.9
2026-01-07,ORD024,78.7,37.2,179627,62.0,77.9
2026-01-07,ORD025,79.7,51.5,12802,90.7,47.5
2026-01-07,ORD026,56.3,77.6,61665,92.7,12.5
2026-01-07,ORD027,53.0,52.8,121138,63.6,74.2
2026-01-07,ORD028,71.6,47.3,116943,95.0,56.8
2026-01-07,ORD029,63.9,45.6,88119,98.6,49.9
2026-01-07,ORD030,86.8,37.6,157461,83.7,36.8
2026-01-07,ORD031,63.8,23.5,170546,64.7,21.8
2026-01-07,ORD032,93.0,79.2,60157,89.9,77.2
2026-01-07,ORD033,43.0,22.9,144014,73.6,65.3
2026-01-07,ORD034,93.0,75.3,51231,87.6,69.7
2026-01-07,ORD035,64.4,75.5,144357,89.5,26.7
2026-01-07,ORD036,64.5,24.8,114762,66.4,33.1
2026-01-08,ORD001,46.4,77.7,85393,92.6,76.6
2026-01-08,ORD002,50.8,58.6,118601,74.0,27.9
2026-01-08,ORD003,90.8,44.3,20862,72.9,76.5
2026-01-08,ORD004,92.5,58.6,165398,70.8,40.0
2026-01-08,ORD005,73.0,47.3,60968,90.7,33.3
2026-01-08,ORD006,77.0,63.6,35596,70.1,56.3
2026-01-08,ORD007,75.0,29.1,27688,85.8,34.6
2026-01-08,ORD008,68.4,49.8,60180,67.2,24.2
2026-01-08,ORD009,74.0,68.8,133189,71.6,19.0
2026-01-08,ORD010,41.6,19.7,164953,89.7,58.7
2026-01-08,ORD011,46.3,72.6,160821,65.5,90.7
2026-01-08,ORD012,51.6,27.3,153019,83.5,21.9
2026-01-08,ORD013,87.4,20.5,82173,95.4,42.0
2026-01-08,ORD014,63.1,67.4,15700,92.8,13.7
2026-01-08,ORD015,56.4,60.0,119587,64.7,69.0
2026-01-08,ORD016,71.5,49.0,42751,81.7,10.7
2026-01-08,ORD017,83.5,55.5,56397,66.4,9.4
2026-01-08,ORD018,45.4,54.6,156529,78.4,38.6
2026-01-08,ORD019,77.5,36.8,26845,64.6,57.1
2026-01-08,ORD020,50.6,21.5,172070,66.6,12.2
2026-01-08,ORD021,63.6,29.7,80719,91.6,35.3
2026-01-08,ORD022,78.1,46.1,86060,87.3,48.9
2026-01-08,ORD023,80.6,45.5,151071,71.9,24.2
2026-01-08,ORD024,53.9,30.4,3103,67.2,20.9
2026-01-08,ORD025,56.2,65.2,142079,80.3,54.4
2026-01-08,ORD026,58.1,39.2,180918,89.6,81.3
2026-01-08,ORD027,60.8,46.0,91186,81.9,74.5
2026-01-08,ORD028,55.4,46.1,89024,80.5,23.4
2026-01-08,ORD029,69.6,19.1,54268,76.4,52.0
2026-01-08,ORD030,40.8,67.5,133135,71.3,54.4
2026-01-08,ORD031,73.6,40.4,129178,90.4,79.4
2026-01-08,ORD032,82.4,60.4,18112,74.1,50.9
2026-01-08,ORD033,71.6,64.1,180887,88.7,10.2
2026-01-08,ORD034,49.9,40.8,74181,89.0,77.2
2026-01-08,ORD035,77.0,78.9,173415,88.7,34.5
2026-01-08,ORD036,71.4,78.2,7690,81.6,56.8
2026-01-09,ORD001,84.1,53.6,111104,76.7,64.9
2026-01-09,ORD002,83.7,74.3,3145,71.5,36.0
2026-01-09,ORD003,71.5,33.8,5270,94.7,12.0
2026-01-09,ORD004,95.8,64.0,47928,62.4,33.1
2026-01-09,ORD005,93.4,41.5,122933,96.0,16.1
2026-01-09,ORD006,46.0,28.3,143984,81.6,44.9
2026-01-09,ORD007,76.9,40.4,7553,98.8,66.9
2026-01-09,ORD008,44.2,26.1,67754,95.9,31.1
2026-01-09,ORD009,62.3,58.5,55425,97.2,18.9
2026-01-09,ORD010,80.6,33.4,139328,94.4,15.0
2026-01-09,ORD011,65.9,73.8,133395,70.1,43.1
2026-01-09,ORD012,63.6,41.3,60853,81.9,25.2
2026-01-09,ORD013,59.0,31.7,149714,65.5,93.8
2026-01-09,ORD014,41.7,31.7,163791,97.9,58.1
2026-01-09,ORD015,50.2,53.0,49652,68.6,22.5
2026-01-09,ORD016,77.4,39.3,71590,90.9,16.9
2026-01-09,ORD017,76.7,25.2,37492,88.0,67.3
2026-01-09,ORD018,90.0,73.2,123859,72.4,22.6
2026-01-09,ORD019,67.8,32.9,137092,71.5,32.9
2026-01-09,ORD020,63.4,41.4,169666,74.8,17.5
2026-01-09,ORD021,43.0,74.9,162075,92.0,32.5
2026-01-09,ORD022,90.5,26.6,118905,80.5,92.0
2026-01-09,ORD023,68.9,59.1,144228,96.3,57.4
2026-01-09,ORD024,55.9,45.9,38505,98.0,89.8
2026-01-09,ORD025,77.0,23.5,70218,81.3,61.4
2026-01-09,ORD026,60.7,80.8,70812,79.8,13.5
2026-01-09,ORD027,45.9,70.7,31851,62.6,35.7
2026-01-09,ORD028,48.1,23.4,46602,78.9,46.7
2026-01-09,ORD029,40.7,49.6,149838,77.0,73.6
2026-01-09,ORD030,54.8,68.6,139549,78.5,47.0
2026-01-09,ORD031,92.6,55.0,79945,67.2,84.0
2026-01-09,ORD032,41.1,38.1,37640,70.5,59.7
2026-01-09,ORD033,66.5,19.4,61021,90.2,13.0
2026-01-09,ORD034,54.3,78.2,106975,79.6,42.4
2026-01-09,ORD035,82.8,77.8,122420,89.9,64.8
2026-01-09,ORD036,44.1,70.0,181776,90.6,14.0
2026-01-10,ORD001,53.2,37.1,160663,91.6,75.9
2026-01-10,ORD002,43.5,20.7,170616,83.1,35.5
2026-01-10,ORD003,47.9,31.7,19350,79.7,65.3
2026-01-10,ORD004,73.1,47.0,32329,66.4,22.7
2026-01-10,ORD005,68.3,27.4,175713,65.3,67.8
2026-01-10,ORD006,71.9,58.7,138912,89.4,16.9
2026-01-10,ORD007,63.9,80.1,41362,89.8,13.7
2026-01-10,ORD008,96.7,25.8,38662,69.1,67.4
2026-01-10,ORD009,77.0,30.6,51376,92.9,82.3
2026-01-10,ORD010,55.3,59.3,110848,97.8,72.8
2026-01-10,ORD011,67.8,18.9,69849,95.3,35.0
2026-01-10,ORD012,59.7,72.8,102292,92.0,15.2
2026-01-10,ORD013,52.3,69.1,68849,93.3,75.2
2026-01-10,ORD014,55.7,74.6,89481,98.7,56.2
2026-01-10,ORD015,40.7,21.8,43263,67.6,76.4
2026-01-10,ORD016,76.4,81.6,68216,81.4,86.8
2026-01-10,ORD017,54.2,43.7,120935,69.3,53.9
2026-01-10,ORD018,82.2,46.8,55081,70.4,30.3
2026-01-10,ORD019,94.0,33.8,95149,72.6,16.2
2026-01-10,ORD020,41.3,35.5,127692,86.4,60.3
2026-01-10,ORD021,51.2,69.4,94921,62.8,45.8
2026-01-10,ORD022,65.0,48.5,54193,72.9,83.0
2026-01-10,ORD023,68.9,45.7,157792,93.4,34.6
2026-01-10,ORD024,87.6,59.0,70457,70.6,77.1
2026-01-10,ORD025,68.5,26.1,60253,95.1,61.5
2026-01-10,ORD026,44.3,78.9,89933,97.5,25.3
2026-01-10,ORD027,95.1,67.6,133531,67.1,9.0
2026-01-10,ORD028,87.8,76.2,34233,84.1,90.9
2026-01-10,ORD029,66.1,21.4,103603,89.6,33.1
2026-01-10,ORD030,56.4,34.5,11032,79.5,21.3
2026-01-10,ORD031,94.3,19.9,132806,79.0,75.9
2026-01-10,ORD032,53.7,34.9,132291,98.5,93.6
2026-01-10,ORD033,46.1,46.0,66063,72.9,72.7
2026-01-10,ORD034,71.7,30.1,9342,84.0,41.1
2026-01-10,ORD035,46.1,42.8,140593,72.8,48.7
2026-01-10,ORD036,57.2,20.6,49717,74.4,93.0
2026-01-11,ORD001,47.4,22.7,32647,75.9,42.0
2026-01-11,ORD002,67.6,70.9,182913,92.2,86.4
2026-01-11,ORD003,54.8,24.8,167508,75.1,47.9
2026-01-11,ORD004,76.3,63.5,111186,62.5,44.2
2026-01-11,ORD005,44.5,81.9,88448,89.2,25.2
2026-01-11,ORD006,47.5,76.9,49156,81.2,69.2
2026-01-11,ORD007,68.6,71.3,155622,90.0,75.4
2026-01-11,ORD008,69.7,52.0,56038,76.1,39.1
2026-01-11,ORD009,63.5,52.8,100029,66.1,51.2
2026-01-11,ORD010,61.5,20.3,37601,66.7,47.8
2026-01-11,ORD011,86.6,20.3,54058,88.9,73.1
2026-01-11,ORD012,84.2,50.8,46302,72.3,55.6
2026-01-11,ORD013,45.9,82.2,143200,87.2,12.3
2026-01-11,ORD014,67.5,20.0,75971,80.5,84.6
2026-01-11,ORD015,47.0,24.7,158837,82.6,46.2
2026-01-11,ORD016,45.0,18.2,51840,94.2,42.5
2026-01-11,ORD017,89.5,83.7,45743,69.8,60.9
2026-01-11,ORD018,59.8,57.4,138671,64.3,46.0
2026-01-11,ORD019,92.2,76.8,25228,90.3,28.6
2026-01-11,ORD020,85.6,45.3,31466,79.3,28.3
2026-01-11,ORD021,53.3,28.0,40250,79.2,65.2
2026-01-11,ORD022,47.6,46.7,161421,79.2,26.2
2026-01-11,ORD023,88.8,64.3,169066,87.1,30.0
2026-01-11,ORD024,70.5,79.3,77015,69.9,43.4
2026-01-11,ORD025,40.7,63.1,171245,89.3,83.0
2026-01-11,ORD026,51.8,23.2,69126,91.1,38.1
2026-01-11,ORD027,95.9,50.1,10508,93.5,42.1
2026-01-11,ORD028,52.5,21.6,99600,91.4,13.3
2026-01-11,ORD029,91.0,67.6,176931,82.7,48.4
2026-01-11,ORD030,76.4,28.9,160317,81.7,41.1
2026-01-11,ORD031,62.7,21.2,32277,64.5,29.7
2026-01-11,ORD032,58.9,55.8,148656,82.1,60.1
2026-01-11,ORD033,52.8,33.8,146152,95.2,70.6
2026-01-11,ORD034,77.6,19.2,122058,97.1,23.2
2026-01-11,ORD035,75.8,19.8,48669,93.2,26.2
2026-01-11,ORD036,65.9,80.6,118593,84.2,35.7
2026-01-12,ORD001,51.0,59.7,98504,78.8,12.2
2026-01-12,ORD002,87.2,62.3,124637,77.5,46.2
2026-01-12,ORD003,94.9,67.5,183369,86.7,45.1
2026-01-12,ORD004,66.6,52.0,25258,98.5,57.6
2026-01-12,ORD005,95.3,58.9,162185,95.3,48.0
2026-01-12,ORD006,87.1,67.0,163162,97.6,15.0
2026-01-12,ORD007,69.3,37.3,24766,76.9,55.5
2026-01-12,ORD008,93.5,76.4,65033,91.0,52.8
2026-01-12,ORD009,71.4,45.8,138724,64.0,55.3
2026-01-12,ORD010,46.2,69.6,87761,65.8,68.6
2026-01-12,ORD011,85.2,37.8,83595,82.7,34.2
2026-01-12,ORD012,72.9,43.7,81569,89.6,37.9
2026-01-12,ORD013,58.6,19.1,37564,77.9,93.9
2026-01-12,ORD014,87.8,18.2,61904,84.3,19.8
2026-01-12,ORD015,41.2,45.2,13999,77.2,41.0
2026-01-12,ORD016,84.6,55.5,126180,63.5,45.7
2026-01-12,ORD017,76.4,65.9,94862,86.4,43.3
2026-01-12,ORD018,87.7,51.5,134965,93.5,76.0
2026-01-12,ORD019,68.4,43.1,12852,66.8,30.2
2026-01-12,ORD020,77.1,79.8,179695,98.5,90.9
2026-01-12,ORD021,87.8,75.0,119056,85.9,9.2
2026-01-12,ORD022,67.3,46.7,42529,95.9,19.7
2026-01-12,ORD023,82.0,29.6,133220,77.5,74.8
2026-01-12,ORD024,40.3,57.2,80596,95.6,74.7
2026-01-12,ORD025,75.8,44.7,66777,81.2,41.2
2026-01-12,ORD026,82.7,60.5,27359,81.1,70.3
2026-01-12,ORD027,50.8,64.5,171212,73.9,70.6
2026-01-12,ORD028,55.9,44.0,17245,82.2,65.7
2026-01-12,ORD029,78.2,75.9,134464,89.6,41.9
2026-01-12,ORD030,91.6,72.4,38932,78.1,47.6
2026-01-12,ORD031,83.1,78.8,83289,68.7,72.2
2026-01-12,ORD032,58.5,66.2,155816,85.0,37.7
2026-01-12,ORD033,83.4,78.2,162433,96.1,85.5
2026-01-12,ORD034,66.1,31.2,28073,68.0,14.5
2026-01-12,ORD035,65.1,47.2,20900,96.8,24.1
2026-01-12,ORD036,67.7,29.6,36540,78.8,62.4
2026-01-13,ORD001,44.3,30.4,25981,66.5,92.6
2026-01-13,ORD002,63.7,30.1,68566,88.6,9.2
2026-01-13,ORD003,85.1,82.9,31085,70.8,84.6
2026-01-13,ORD004,68.9,51.6,65482,91.6,79.6
2026-01-13,ORD005,52.8,63.7,169072,94.1,68.2
2026-01-13,ORD006,40.2,60.2,182699,62.7,22.9
2026-01-13,ORD007,42.9,30.6,67136,62.6,88.9
2026-01-13,ORD008,46.1,76.1,146859,71.5,27.7
2026-01-13,ORD009,50.6,52.2,16379,63.3,63.4
2026-01-13,ORD010,56.9,60.9,159809,69.2,26.5
2026-01-13,ORD011,45.4,64.5,83159,82.9,80.6
2026-01-13,ORD012,56.6,27.3,73112,96.0,18.1
2026-01-13,ORD013,59.1,60.7,106033,72.8,79.0
2026-01-13,ORD014,67.5,78.6,69179,88.7,41.0
2026-01-13,ORD015,75.8,52.5,32209,71.0,71.6
2026-01-13,ORD016,82.4,57.8,106943,67.8,86.1
2026-01-13,ORD017,45.9,45.9,91256,94.8,62.5
